cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-4DC887F00A85;97640,92;36;2,1078;28,442;3897,36;2016-01-28;2019-01-28;36;0,0;ativo;0,0;;
ANON-1FA65B4C078C;34032,88;60;2,3867;32,7158;1072,83;2016-01-29;2021-01-29;60;0,0;ativo;0,0;;
ANON-BA5EFA18150A;29372,51;12;1,4663;19,0863;2687,22;2016-02-04;2017-02-04;12;0,0;liquidado;0,0;;
ANON-882A4CEFFF2F;32254,34;48;2,1235;28,6792;1078,15;2016-02-10;2020-02-10;48;0,0;liquidado;0,0;;
ANON-4FD63DA6DFAF;80955,65;96;1,6605;21,8504;1692,55;2016-02-11;2024-02-11;96;0,0;ativo;0,0;;
ANON-80612E47C7C5;143947,51;36;2,2447;30,5238;5871,78;2016-02-14;2019-02-14;36;0,0;ativo;0,0;;
ANON-AD11F5F42869;68153,32;36;2,3559;32,2375;2829,05;2016-02-14;2019-02-14;36;0,0;inadimplente;2829,05;2017-12-12;
ANON-D8EE005723C1;36830,56;84;1,6551;21,7727;814,79;2016-02-18;2023-02-18;84;0,0;ativo;0,0;2020-07-01;2021-07-11
ANON-B715EB55DECA;49988,21;96;2,1053;28,4043;1217,1;2016-02-19;2024-02-19;96;0,0;ativo;0,0;;
ANON-A71D8A409D34;15088,75;48;1,7528;23,1846;467,51;2016-02-19;2020-02-19;48;0,0;ativo;0,0;;
ANON-65A058775B15;23439,49;96;2,1834;29,5878;585,39;2016-02-20;2024-02-20;96;0,0;ativo;0,0;;
ANON-6A8232A92F10;42694,06;36;1,5901;20,8417;1566,75;2016-02-26;2019-02-26;36;0,0;ativo;0,0;;
ANON-1DFF6E9B9591;128190,9;84;2,1532;29,129;3313,75;2016-02-27;2023-02-27;84;0,0;liquidado;0,0;;
ANON-C901A0427FB5;81481,15;84;2,0326;27,3114;2030,81;2016-02-27;2023-02-27;84;0,0;ativo;0,0;;
ANON-6E06E84CC84A;126816,88;36;2,0403;27,4268;5007,65;2016-02-29;2019-02-28;36;0,0;ativo;0,0;2018-04-05;2019-01-04
ANON-173698362B65;96284,67;72;2,0502;27,5752;2570,2;2016-03-03;2022-03-03;72;0,0;inadimplente;2570,2;2024-02-02;
ANON-D384B806ED5C;98431,91;72;2,1557;29,1669;2704,17;2016-03-06;2022-03-06;72;0,0;ativo;0,0;2025-12-26;2026-03-04
ANON-EE4BD8C9E629;44596,59;48;1,9137;25,5425;1428,52;2016-03-06;2020-03-06;48;0,0;ativo;0,0;;
ANON-2A2DA10C54F0;102524,53;48;1,9888;26,6572;3334,87;2016-03-07;2020-03-07;48;0,0;inadimplente;3334,87;2025-01-31;
ANON-F55CFA49E25D;141263,67;12;1,5581;20,3857;12997,97;2016-03-10;2017-03-10;12;0,0;ativo;0,0;;
ANON-6305FB7943A1;145499,26;84;1,5556;20,3501;3115,24;2016-03-21;2023-03-21;84;0,0;ativo;0,0;;
ANON-D09A6725D705;75049,95;60;2,0444;27,4882;2182,31;2016-03-23;2021-03-23;60;0,0;liquidado;0,0;;
ANON-9BDDFC8951F2;32302,98;72;2,2159;30,0833;901,95;2016-03-27;2022-03-27;72;0,0;ativo;0,0;2025-01-28;2025-06-21
ANON-779DC0640AC7;89912,23;12;1,6019;21,0102;8295,57;2016-03-31;2017-03-31;12;0,0;inadimplente;8295,57;2024-12-12;
ANON-9AA3AF23363D;57578,18;60;1,8533;24,6526;1598,1;2016-04-02;2021-04-02;60;0,0;ativo;0,0;;
ANON-A202AEB79016;42302,52;24;2,2749;30,9872;2306,83;2016-04-03;2018-04-03;24;0,0;ativo;0,0;;
ANON-9763C4F7551A;41534,73;96;1,5559;20,3544;836,17;2016-04-07;2024-04-07;96;0,0;inadimplente;836,17;2016-10-24;
ANON-82CE0AE601A1;88540,4;60;2,204;29,9017;2674,47;2016-04-08;2021-04-08;60;0,0;liquidado;0,0;;
ANON-EBE22163B364;91016,0;72;2,0985;28,3017;2461,89;2016-04-12;2022-04-12;72;0,0;ativo;0,0;2023-04-25;2024-08-20
ANON-D44C00F664CC;8506,58;24;1,5283;19,9625;426,08;2016-04-13;2018-04-13;24;0,0;ativo;0,0;;
ANON-8C48F4C1122D;100241,79;48;1,8292;24,2991;3155,53;2016-04-14;2020-04-14;48;0,0;ativo;0,0;;
ANON-41EDC2E2C601;50012,6;84;1,8332;24,3577;1171,54;2016-04-18;2023-04-18;84;0,0;inadimplente;1171,54;2025-04-25;
ANON-F185E0FB2CCC;70623,73;84;2,2323;30,334;1869,1;2016-04-23;2023-04-23;84;0,0;liquidado;0,0;;
ANON-685869E8D067;121092,6;60;1,8348;24,3812;3345,66;2016-04-23;2021-04-23;60;0,0;liquidado;0,0;;
ANON-DE366E9482B3;22226,25;36;2,0223;27,1573;875,13;2016-04-24;2019-04-24;36;0,0;ativo;0,0;;
ANON-E568F8A5C8A6;22052,1;36;2,2711;30,9288;903,28;2016-04-28;2019-04-28;36;0,0;ativo;0,0;2020-07-09;2021-06-14
ANON-6F76204AE78D;9102,91;48;2,3468;32,0965;318,1;2016-04-28;2020-04-28;48;0,0;liquidado;0,0;;
ANON-A4DAC5E3DBBF;12316,31;12;1,9991;26,8108;1164,56;2016-05-09;2017-05-09;12;0,0;inadimplente;1164,56;2020-12-05;
ANON-93DC2170BAED;136918,6;24;1,6817;22,1557;6980,65;2016-05-11;2018-05-11;24;0,0;ativo;0,0;;
ANON-D29B3BCFDB5A;32318,69;60;2,3892;32,7547;1019,38;2016-05-11;2021-05-11;60;0,0;liquidado;0,0;;
ANON-6D4B8F06200E;47809,08;12;2,2386;30,4304;4587,31;2016-05-13;2017-05-13;12;0,0;inadimplente;4587,31;2017-05-02;
ANON-B96CB0238D63;142176,46;24;1,6928;22,3158;7257,98;2016-05-17;2018-05-17;24;0,0;ativo;0,0;;
ANON-F91CD04D41D8;23883,1;12;1,747;23,1004;2223,43;2016-05-17;2017-05-17;12;0,0;ativo;0,0;;
ANON-EEA01591DCFF;127178,23;36;2,1385;28,9062;5101,22;2016-05-19;2019-05-19;36;0,0;ativo;0,0;;
ANON-B1CC9876B9CA;27970,47;96;2,1078;28,442;681,58;2016-05-20;2024-05-20;96;0,0;ativo;0,0;;
ANON-7B6B14B46145;34778,1;96;1,5927;20,8788;709,58;2016-05-22;2024-05-22;96;0,0;ativo;0,0;;
ANON-7C74809B6370;32688,53;60;1,7324;22,8886;880,46;2016-05-23;2021-05-23;60;0,0;ativo;0,0;;
ANON-D087A4FB4A92;79826,87;84;2,1125;28,513;2038,45;2016-05-25;2023-05-25;84;0,0;ativo;0,0;;
ANON-A0889F499C17;84537,27;36;2,3098;31,5246;3483,88;2016-05-26;2019-05-26;36;0,0;inadimplente;3483,88;2025-03-19;
ANON-C6F16F05D5C7;82374,78;60;1,5239;19,9001;2104,65;2016-05-27;2021-05-27;60;0,0;ativo;0,0;;
ANON-F693DD1E5622;54724,2;60;2,0801;28,0245;1604,98;2016-05-28;2021-05-28;60;0,0;ativo;0,0;;
ANON-6C312D54F937;4876,59;96;2,0982;28,2972;118,46;2016-05-30;2024-05-30;96;0,0;ativo;0,0;;
ANON-5B29BC16C73E;75646,5;24;2,3038;31,432;4138,47;2016-05-31;2018-05-31;24;0,0;inadimplente;4138,47;2017-02-01;
ANON-A79867752299;106790,14;24;1,745;23,0713;5484,33;2016-06-03;2018-06-03;24;0,0;liquidado;0,0;;
ANON-1FADF85C400F;149909,12;84;1,8658;24,8363;3547,91;2016-06-04;2023-06-04;84;0,0;ativo;0,0;;
ANON-D20B08EB2EDF;122543,86;24;2,2838;31,124;6689,19;2016-06-05;2018-06-05;24;0,0;inadimplente;6689,19;2023-06-15;
ANON-5CC3C3D4EF05;142649,06;84;1,875;24,9716;3385,87;2016-06-06;2023-06-06;84;0,0;ativo;0,0;;
ANON-C14EEF177917;41280,8;48;2,1335;28,8305;1382,65;2016-06-08;2020-06-08;48;0,0;ativo;0,0;;
ANON-9FEFD41C7BCF;46836,64;12;2,0682;27,8455;4447,42;2016-06-08;2017-06-08;12;0,0;ativo;0,0;2020-03-28;2023-01-31
ANON-C7393D8CD4A1;114943,91;12;2,1793;29,5254;10989,09;2016-06-09;2017-06-09;12;0,0;ativo;0,0;;
ANON-FBAF87BA67B8;128985,97;60;2,0767;27,9733;3779,89;2016-06-14;2021-06-14;60;0,0;ativo;0,0;;
ANON-5EB19E4BDEE3;89424,98;24;1,5414;20,1483;4485,96;2016-06-17;2018-06-17;24;0,0;ativo;0,0;;
ANON-700EAC4C9ACA;93050,1;72;2,3123;31,5631;2665,64;2016-06-17;2022-06-17;72;0,0;liquidado;0,0;;
ANON-4865C1627D4E;130367,63;60;1,8487;24,585;3614,29;2016-06-18;2021-06-18;60;0,0;ativo;0,0;;
ANON-035D7B326BF6;43511,49;36;1,8206;24,1732;1658,29;2016-06-19;2019-06-19;36;0,0;ativo;0,0;2024-04-27;2024-10-19
ANON-EE1295D44EDE;101626,33;36;2,0163;27,0676;3997,54;2016-06-23;2019-06-23;36;0,0;liquidado;0,0;;
ANON-1D8CCD6BBA66;34012,22;60;1,7748;23,5046;925,85;2016-06-26;2021-06-26;60;0,0;ativo;0,0;;
ANON-1D7D8AE76CB7;78952,03;24;1,61;21,126;3992,15;2016-06-27;2018-06-27;24;0,0;liquidado;0,0;;
ANON-E773F7E1B0DA;125494,0;24;2,1487;29,0607;6747,3;2016-06-28;2018-06-28;24;0,0;ativo;0,0;2020-08-04;2022-10-31
ANON-030C2B86A7A2;23618,46;60;1,4469;18,8134;591,6;2016-06-30;2021-06-30;60;0,0;ativo;0,0;;
ANON-0D26FC2C8A67;107045,85;96;1,7264;22,8016;2291,03;2016-07-08;2024-07-08;96;0,0;ativo;0,0;;
ANON-44F900E3F057;102421,88;84;1,8647;24,8201;2423,19;2016-07-11;2023-07-11;84;0,0;inadimplente;2423,19;2017-03-22;
ANON-AC0048008E7B;80551,94;24;1,8793;25,035;4200,86;2016-07-14;2018-07-14;24;0,0;ativo;0,0;;
ANON-44BD252A4A34;68243,54;96;1,8116;24,0415;1504,8;2016-07-15;2024-07-15;96;0,0;ativo;0,0;2017-07-22;2019-03-06
ANON-68E912D05A6E;65272,58;48;1,5293;19,9766;1929,4;2016-07-20;2020-07-20;48;0,0;ativo;0,0;;
ANON-286E99ED6219;4730,99;48;1,7028;22,4602;145,06;2016-07-21;2020-07-21;48;0,0;ativo;0,0;;
ANON-597FF647E533;74644,71;36;1,6268;21,3666;2755,9;2016-07-21;2019-07-21;36;0,0;ativo;0,0;;
ANON-ACC95C6FB599;90069,12;72;2,0351;27,3489;2394,32;2016-07-21;2022-07-21;72;0,0;liquidado;0,0;;
ANON-A29E161C122B;94535,06;24;2,3365;31,937;5190,72;2016-07-24;2018-07-24;24;0,0;liquidado;0,0;;
ANON-0F66CC10D285;54521,46;48;2,3784;32,5867;1917,1;2016-07-25;2020-07-25;48;0,0;ativo;0,0;;
ANON-7CA9C963B9C2;2936,01;60;2,0956;28,258;86,43;2016-07-25;2021-07-25;60;0,0;liquidado;0,0;;
ANON-C7F83ACBB2B2;149965,04;12;1,8512;24,6217;14051,36;2016-07-27;2017-07-27;12;0,0;ativo;0,0;;
ANON-EC9353A4495C;71910,95;36;1,8939;25,2501;2773,42;2016-07-27;2019-07-27;36;0,0;inadimplente;2773,42;2017-09-10;
ANON-B7D9457BBCE3;56051,19;84;2,209;29,9779;1473,23;2016-07-30;2023-07-30;84;0,0;ativo;0,0;;
ANON-A12A78D16661;52385,0;12;1,4959;19,5039;4801,43;2016-08-01;2017-08-01;12;0,0;ativo;0,0;;
ANON-6E2DB7275558;120603,04;60;1,5432;20,1739;3096,64;2016-08-03;2021-08-03;60;0,0;ativo;0,0;2018-06-11;2024-01-29
ANON-510F16BBC2DD;73043,23;60;1,8337;24,365;2017,56;2016-08-06;2021-08-06;60;0,0;ativo;0,0;;
ANON-A773F8783CA7;13281,77;60;1,8213;24,1834;365,74;2016-08-08;2021-08-08;60;0,0;ativo;0,0;;
ANON-E884A65C60BD;108810,34;60;1,583;20,7403;2822,36;2016-08-08;2021-08-08;60;0,0;ativo;0,0;;
ANON-4F3A22679CE3;63604,27;24;1,8449;24,5293;3304,03;2016-08-09;2018-08-09;24;0,0;liquidado;0,0;;
ANON-1D27D02AD90B;120067,01;48;1,781;23,5949;3742,02;2016-08-11;2020-08-11;48;0,0;ativo;0,0;;
ANON-2E99A5DBBC24;89113,03;12;1,9184;25,612;8384,32;2016-08-12;2017-08-12;12;0,0;ativo;0,0;;
ANON-D84C8CCFB672;101710,59;84;1,4852;19,3528;2127,16;2016-08-13;2023-08-13;84;0,0;ativo;0,0;;
ANON-B83DC6DF790C;36797,09;60;1,9061;25,4302;1034,65;2016-08-14;2021-08-14;60;0,0;inadimplente;1034,65;2018-10-12;
ANON-7538D830FCA9;108435,04;12;1,5224;19,8788;9955,2;2016-08-15;2017-08-15;12;0,0;ativo;0,0;;
ANON-5C7B245FAB4A;99408,71;84;1,6803;22,1355;2217,29;2016-08-18;2023-08-18;84;0,0;ativo;0,0;;
ANON-4AD83EAE6363;142890,6;36;2,286;31,1579;5866,71;2016-08-24;2019-08-24;36;0,0;liquidado;0,0;2021-06-13;2023-04-29
ANON-A4A7666F15B4;47890,29;12;2,2692;30,8996;4603,69;2016-08-25;2017-08-25;12;0,0;inadimplente;4603,69;2019-05-27;
ANON-5162928600EC;91611,21;12;1,7393;22,9886;8524,62;2016-08-25;2017-08-25;12;0,0;ativo;0,0;;
ANON-32C0601EC965;100377,36;48;1,8721;24,929;3187,9;2016-09-02;2020-09-02;48;0,0;ativo;0,0;;
ANON-7ED05D473B0D;14873,29;36;2,1196;28,6202;594,79;2016-09-05;2019-09-05;36;0,0;ativo;0,0;;
ANON-6E2AAF4D06A0;124401,48;72;1,7573;23,25;3058,71;2016-09-09;2022-09-09;72;0,0;ativo;0,0;;
ANON-71A63BAAF88D;75056,85;36;2,3687;32,4361;3121,86;2016-09-09;2019-09-09;36;0,0;inadimplente;3121,86;2017-03-06;
ANON-6D83455BC98A;127804,51;24;1,8184;24,141;6618,96;2016-09-09;2018-09-09;24;0,0;ativo;0,0;;
ANON-70A92CB958A2;81336,08;96;2,2147;30,065;2051,89;2016-09-10;2024-09-10;96;0,0;ativo;0,0;;
ANON-2384AE3C2EF4;145495,97;84;1,9283;25,7585;3511,47;2016-09-19;2023-09-19;84;0,0;ativo;0,0;;
ANON-E250864073D7;47916,89;72;1,7373;22,9596;1171,41;2016-09-19;2022-09-19;72;0,0;ativo;0,0;2022-10-15;2025-12-17
ANON-AC35F89F8FF8;53903,95;60;1,6289;21,3966;1414,57;2016-09-21;2021-09-21;60;0,0;inadimplente;1414,57;2022-12-01;
ANON-57FB1DDFDFD6;88652,01;24;1,661;21,8576;4509,07;2016-09-23;2018-09-23;24;0,0;ativo;0,0;;
ANON-C69543822B1E;113265,62;12;2,3104;31,5338;10915,57;2016-09-25;2017-09-25;12;0,0;liquidado;0,0;;
ANON-842BF5A80D9A;40421,57;60;2,0015;26,8466;1163,27;2016-09-27;2021-09-27;60;0,0;ativo;0,0;;
ANON-48208FE0CEBE;108838,05;72;1,6981;22,3923;2630,83;2016-09-27;2022-09-27;72;0,0;liquidado;0,0;;
ANON-5BF02B1BD395;110368,47;60;2,2098;29,9902;3338,39;2016-09-27;2021-09-27;60;0,0;ativo;0,0;;
ANON-80C0C766EE6D;106949,33;24;1,8525;24,6408;5560,49;2016-09-28;2018-09-28;24;0,0;ativo;0,0;;
ANON-32CA4B4983CF;140267,8;48;2,0252;27,2007;4596,47;2016-10-01;2020-10-01;48;0,0;liquidado;0,0;;
ANON-BF6ACD506C34;48556,92;96;1,8996;25,3342;1103,63;2016-10-04;2024-10-04;96;0,0;ativo;0,0;;
ANON-D31E93DB5E81;131075,1;96;2,0853;28,1028;3170,49;2016-10-05;2024-10-05;96;0,0;liquidado;0,0;;
ANON-153CA738030A;117921,63;24;2,0505;27,5797;6270,37;2016-10-06;2018-10-06;24;0,0;liquidado;0,0;;
ANON-F042A8D277A9;67458,73;84;2,27;30,9119;1805,27;2016-10-06;2023-10-06;84;0,0;ativo;0,0;;
ANON-C75C7200128C;60794,64;36;1,5764;20,6462;2225,93;2016-10-07;2019-10-07;36;0,0;ativo;0,0;;
ANON-7D267E5D202C;94029,97;24;2,1447;29,0001;5053,33;2016-10-07;2018-10-07;24;0,0;ativo;0,0;;
ANON-030849FAF5B6;119830,06;24;2,0095;26,966;6342,37;2016-10-10;2018-10-10;24;0,0;ativo;0,0;;
ANON-018F0548F0A8;33224,13;12;2,1197;28,6217;3164,8;2016-10-16;2017-10-16;12;0,0;inadimplente;3164,8;2021-05-29;
ANON-C2367446F4FF;58502,27;36;1,8608;24,7628;2244,22;2016-10-19;2019-10-19;36;0,0;liquidado;0,0;;
ANON-9BC905B3BCCF;47892,9;24;1,5227;19,8831;2397,32;2016-10-26;2018-10-26;24;0,0;liquidado;0,0;2019-01-15;2025-02-04
ANON-201607C1E251;96917,33;36;1,7502;23,1468;3651,49;2016-10-31;2019-10-31;36;0,0;inadimplente;3651,49;2018-08-11;
ANON-3B5DDBB78332;119954,27;84;2,0674;27,8335;3021,59;2016-11-01;2023-11-01;84;0,0;inadimplente;3021,59;2018-06-18;
ANON-F7BBC8566941;114229,03;84;1,965;26,3029;2788,43;2016-11-02;2023-11-02;84;0,0;ativo;0,0;;
ANON-FAE3108108C7;53724,94;36;1,7585;23,2674;2026,91;2016-11-04;2019-11-04;36;0,0;ativo;0,0;2017-11-07;2019-06-12
ANON-F7B8BAE0C392;125581,25;84;1,7841;23,6401;2896,21;2016-11-04;2023-11-04;84;0,0;ativo;0,0;;
ANON-BCDF6CDF42E6;106724,2;60;1,9363;25,877;3023,07;2016-11-05;2021-11-05;60;0,0;ativo;0,0;;
ANON-BD7F0855E906;62155,78;72;2,2263;30,2422;1740,32;2016-11-09;2022-11-09;72;0,0;ativo;0,0;;
ANON-4E7F5DF344E6;94892,64;48;1,4711;19,1539;2770,3;2016-11-11;2020-11-11;48;0,0;ativo;0,0;;
ANON-ACC4DC90B3D7;53865,49;96;1,9334;25,834;1238,45;2016-11-13;2024-11-13;96;0,0;liquidado;0,0;2019-07-03;2022-04-29
ANON-381BF59C43D8;66711,77;24;2,3656;32,3879;3674,88;2016-11-15;2018-11-15;24;0,0;ativo;0,0;;
ANON-08017DA21215;82743,49;12;1,5456;20,208;7607,49;2016-11-16;2017-11-16;12;0,0;ativo;0,0;;
ANON-91DD8B64B850;51211,01;36;1,8758;24,9834;1969,3;2016-11-16;2019-11-16;36;0,0;ativo;0,0;;
ANON-BDD6995F535F;96242,69;60;2,2414;30,4732;2932,87;2016-11-23;2021-11-23;60;0,0;ativo;0,0;;
ANON-7CC174C6BE24;137188,99;60;1,7089;22,5484;3673,46;2016-11-23;2021-11-23;60;0,0;ativo;0,0;;
ANON-65D4E1D9D52F;134857,93;60;1,8805;25,0526;3768,16;2016-11-25;2021-11-25;60;0,0;ativo;0,0;;
ANON-810CD7355E21;61583,12;48;1,8618;24,7775;1951,68;2016-11-25;2020-11-25;48;0,0;inadimplente;1951,68;2022-06-23;
ANON-F65941442F18;9054,09;72;2,1209;28,6399;246,4;2016-11-26;2022-11-26;72;0,0;ativo;0,0;;
ANON-F3400DEEB299;114847,33;48;2,3179;31,6496;3990,51;2016-11-28;2020-11-28;48;0,0;liquidado;0,0;;
ANON-82AC103D1C3F;45688,81;36;2,1917;29,7142;1848,15;2016-11-29;2019-11-29;36;0,0;ativo;0,0;;
ANON-1C8A879B372E;112709,67;36;2,2885;31,1963;4629,38;2016-12-11;2019-12-11;36;0,0;ativo;0,0;;
ANON-AB6E97CA590B;67491,25;96;2,0326;27,3114;1604,28;2016-12-13;2024-12-13;96;0,0;ativo;0,0;;
ANON-8709BCE5C68C;65516,73;96;1,7328;22,8944;1405,38;2016-12-13;2024-12-13;96;0,0;ativo;0,0;;
ANON-F098431CD0FD;45233,4;96;1,5387;20,11;904,93;2016-12-16;2024-12-16;96;0,0;ativo;0,0;;
ANON-5372358FB475;75066,51;84;2,044;27,4822;1877,46;2016-12-16;2023-12-16;84;0,0;liquidado;0,0;;
ANON-702C6047E844;96831,96;72;1,4964;19,5109;2206,16;2016-12-24;2022-12-24;72;0,0;ativo;0,0;;
ANON-9E3727D9B23B;92879,2;12;1,5527;20,3089;8543,14;2016-12-27;2017-12-27;12;0,0;ativo;0,0;;
ANON-790F8704B9DC;126615,68;60;2,3569;32,253;3963,91;2017-01-02;2022-01-02;60;0,0;ativo;0,0;;
ANON-BDA7FFC1460B;113040,63;96;1,8563;24,6966;2531,41;2017-01-03;2025-01-03;96;0,0;ativo;0,0;2021-02-27;2024-07-19
ANON-3555F9B1B3DF;36955,84;72;1,7037;22,4732;894,74;2017-01-09;2023-01-09;72;0,0;liquidado;0,0;;
ANON-890E6C165A86;10209,98;24;1,6629;21,8849;519,42;2017-01-10;2019-01-10;24;0,0;ativo;0,0;;
ANON-55BACDB60888;112945,51;24;2,31;31,5276;6183,31;2017-01-13;2019-01-13;24;0,0;ativo;0,0;;
ANON-A2489F3F813A;119673,53;96;1,5005;19,5689;2360,78;2017-01-13;2025-01-13;96;0,0;ativo;0,0;;
ANON-399ADA5DBC1A;140397,08;12;2,1322;28,8108;13383,91;2017-01-15;2018-01-15;12;0,0;ativo;0,0;;
ANON-59E80589891F;107904,16;48;1,4629;19,0384;3144,64;2017-01-15;2021-01-15;48;0,0;ativo;0,0;;
ANON-2E6BE5FA7D17;77633,58;96;1,6297;21,4081;1605,26;2017-01-16;2025-01-16;96;0,0;ativo;0,0;;
ANON-257D25F4866D;76267,86;24;1,4259;18,5186;3774,92;2017-01-20;2019-01-20;24;0,0;ativo;0,0;2025-06-28;2026-02-04
ANON-31D1EA14D3C3;108877,83;48;1,7824;23,6153;3394,29;2017-01-20;2021-01-20;48;0,0;ativo;0,0;;
ANON-03CD68671613;25118,53;96;1,7116;22,5874;534,79;2017-01-21;2025-01-21;96;0,0;inadimplente;534,79;2018-03-11;
ANON-4BB329E20BD8;141677,4;60;2,3989;32,9057;4478,73;2017-01-22;2022-01-22;60;0,0;liquidado;0,0;;
ANON-CA913778B61A;85594,09;36;2,2294;30,2896;3483,06;2017-01-23;2020-01-23;36;0,0;ativo;0,0;;
ANON-425717725C7F;113997,47;60;2,2563;30,7016;3486,1;2017-01-23;2022-01-23;60;0,0;ativo;0,0;2017-09-14;2023-02-10
ANON-A6C7860F66CA;97667,46;60;2,2814;31,0871;3004,34;2017-01-26;2022-01-26;60;0,0;ativo;0,0;;
ANON-1D6AE52A4ABB;40022,56;36;1,9094;25,479;1547,44;2017-01-27;2020-01-27;36;0,0;ativo;0,0;;
ANON-67D222E6747C;131418,88;72;2,052;27,6022;3509,79;2017-01-30;2023-01-30;72;0,0;ativo;0,0;;
ANON-7F601B1C90EF;75598,47;60;1,8167;24,1161;2079,38;2017-02-09;2022-02-09;60;0,0;ativo;0,0;;
ANON-3F930C3708DA;139515,2;48;1,4379;18,687;4044,13;2017-02-14;2021-02-14;48;0,0;ativo;0,0;;
ANON-2E496C8FF753;77218,14;36;1,671;22,0015;2871,75;2017-02-17;2020-02-17;36;0,0;liquidado;0,0;;
ANON-647AD0C7A88A;82362,06;84;2,352;32,177;2257,43;2017-02-21;2024-02-21;84;0,0;ativo;0,0;;
ANON-D162BA407835;131820,64;12;1,5947;20,9073;12156,72;2017-02-22;2018-02-22;12;0,0;inadimplente;12156,72;2021-04-18;
ANON-F7B8A3313DBF;86005,86;48;1,727;22,8103;2650,48;2017-02-22;2021-02-22;48;0,0;ativo;0,0;;
ANON-270B3E7BC65F;28663,0;96;1,8941;25,2531;650,25;2017-02-23;2025-02-23;96;0,0;ativo;0,0;;
ANON-0A0930267F8E;11301,85;72;1,6771;22,0894;271,53;2017-02-24;2023-02-24;72;0,0;inadimplente;271,53;2024-07-30;
ANON-934107780B7E;123444,19;48;2,3056;31,4598;4278,82;2017-02-26;2021-02-26;48;0,0;ativo;0,0;;
ANON-61372D22F1E1;131563,82;48;2,0269;27,2261;4312,73;2017-03-01;2021-03-01;48;0,0;ativo;0,0;;
ANON-DD1B29055951;103096,98;72;2,3518;32,1739;2984,36;2017-03-01;2023-03-01;72;0,0;liquidado;0,0;2018-05-06;2025-10-23
ANON-E97282DF65AC;133648,43;48;1,5116;19,7259;3935,65;2017-03-01;2021-03-01;48;0,0;ativo;0,0;;
ANON-A417B227805B;148695,45;12;1,8116;24,0415;13898,4;2017-03-02;2018-03-02;12;0,0;ativo;0,0;;
ANON-97C8929B1DD9;114956,99;24;2,2969;31,3257;6284,23;2017-03-05;2019-03-05;24;0,0;inadimplente;6284,23;2017-08-23;
ANON-BBC1DA6372E3;43920,94;12;1,9824;26,5618;4148,66;2017-03-06;2018-03-06;12;0,0;ativo;0,0;;
ANON-BAA8EBDB067D;59601,98;84;2,2541;30,6679;1587,58;2017-03-06;2024-03-06;84;0,0;ativo;0,0;;
ANON-EF77E415D7B1;21157,01;48;1,4853;19,3542;619,54;2017-03-07;2021-03-07;48;0,0;ativo;0,0;;
ANON-2A86801810A8;112900,3;36;1,9012;25,3579;4359,43;2017-03-08;2020-03-08;36;0,0;liquidado;0,0;2019-03-16;2020-01-06
ANON-32F4D153CD38;47348,51;96;2,3263;31,7793;1237,54;2017-03-11;2025-03-11;96;0,0;ativo;0,0;2024-02-06;2024-03-19
ANON-71A82F6A5740;23870,34;12;1,5733;20,6021;2198,44;2017-03-15;2018-03-15;12;0,0;inadimplente;2198,44;2019-12-22;
ANON-D25F84493F1F;6228,52;48;1,6735;22,0375;189,81;2017-03-16;2021-03-16;48;0,0;ativo;0,0;;
ANON-C3FE629549A4;107703,51;12;1,5603;20,417;9911,38;2017-03-19;2018-03-19;12;0,0;inadimplente;9911,38;2018-07-01;
ANON-EE10D72B9F1B;2000,65;72;2,1151;28,5522;54,36;2017-03-19;2023-03-19;72;0,0;ativo;0,0;;
ANON-CBF5BCDA2A0C;135443,18;36;2,1238;28,6837;5420,04;2017-03-20;2020-03-20;36;0,0;ativo;0,0;;
ANON-AC20EF8AFD6F;118806,67;48;1,782;23,6095;3703,51;2017-03-22;2021-03-22;48;0,0;ativo;0,0;;
ANON-7DAF936E6FC1;31349,71;36;1,9673;26,3371;1223,49;2017-03-22;2020-03-22;36;0,0;liquidado;0,0;;
ANON-65B78CE635A9;76571,33;60;2,3618;32,329;2399,92;2017-03-28;2022-03-28;60;0,0;ativo;0,0;;
ANON-8C6E940B3306;16756,77;36;1,7504;23,1497;631,35;2017-04-01;2020-04-01;36;0,0;liquidado;0,0;;
ANON-557AC64C8068;134379,45;24;1,6571;21,8015;6831,82;2017-04-06;2019-04-06;24;0,0;ativo;0,0;;
ANON-E08489BB9159;16113,82;72;2,0509;27,5857;430,22;2017-04-06;2023-04-06;72;0,0;ativo;0,0;;
ANON-3E3F3006BBC5;50779,99;60;2,2957;31,3072;1567,27;2017-04-07;2022-04-07;60;0,0;ativo;0,0;;
ANON-0E7593CA85D3;53403,66;84;1,4323;18,6084;1097,14;2017-04-10;2024-04-10;84;0,0;liquidado;0,0;;
ANON-CC99EBE85369;83426,6;48;1,6403;21,5602;2524,66;2017-04-10;2021-04-10;48;0,0;ativo;0,0;2020-07-31;2020-11-29
ANON-1C4634F96C0A;98241,58;84;2,1228;28,6686;2516,48;2017-04-17;2024-04-17;84;0,0;ativo;0,0;;
ANON-5EE7BA677A59;106297,69;72;2,3141;31,5909;3046,59;2017-04-20;2023-04-20;72;0,0;inadimplente;3046,59;2020-04-01;
